Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Titolare AIC;AIC;Codice Gruppo Equivalenza;X=in lista di trasparenza Aifa 15/10/2025 ;Solo in lista di Regione:;Metri cubi ossigeno 
Finasteride;FINASTERIDE 5MG 30 UNITA' USO ORALE;STECUR*30 cpr rivestite 5 mg;12,12;GENETIC SpA;038443026;KVL;X;;
Finerenone;FINERENONE 10MG 28 UNITA' USO ORALE;KERENDIA*28 cpr rivestite 10 mg;92,43;BAYER AG;049927027;MFS;;;
Finerenone;FINERENONE 20MG 28 UNITA' USO ORALE;KERENDIA*28 cpr rivestite 20 mg;92,43;BAYER AG;049927078;MFT;;;
Fingolimod;FINGOLIMOD 0,5MG 28 UNITA' USO ORALE;FINGOLIMOD*28 cps 0,5 mg;804,33;EG SpA;047973096;BRU;X;;
Fingolimod;FINGOLIMOD 0,5MG 28 UNITA' USO ORALE;FINGOLIMOD*28 cps 0,5 mg;670,27;HCS BV;048478034;BRU;X;;
Fingolimod;FINGOLIMOD 0,5MG 28 UNITA' USO ORALE;FINGOLIMOD*28 cps 0,5 mg;804,33;DR.REDDY'S Srl;048593026;BRU;X;;
Fingolimod;FINGOLIMOD 0,5MG 28 UNITA' USO ORALE;FINGOLIMOD*28 cps 0,5 mg;804,33;AUROBINDO PHARMA ITALIA Srl;049041078;BRU;X;;
Fingolimod;FINGOLIMOD 0,5MG 28 UNITA' USO ORALE;FINGOLIMOD*28 cps 0,5 mg;670,27;ZENTIVA ITALIA Srl;049158025;BRU;X;;
Fingolimod;FINGOLIMOD 0,5MG 28 UNITA' USO ORALE;FINGOLIMOD*28x1 cps 0,5 mg;804,33;TILLOMED ITALIA Srl;049299023;BRU;X;;
Fingolimod;FINGOLIMOD 0,5MG 28 UNITA' USO ORALE;GILENYA*28 cps 0,5 mg;2681,07;NOVARTIS EUROPHARM LTD;040949051;BRU;X;;
Fingolimod;FINGOLIMOD 0,5MG 28 UNITA' USO ORALE;LOGNIF*28 cps 0,5 mg;670,27;TEVA ITALIA Srl;049210230;BRU;X;;
Fingolimod;FINGOLIMOD 0,25MG 28 UNITA' USO ORALE;GILENYA*28 cps 0,25 mg;2681,07;NOVARTIS FARMA SpA;040949087;LCP;;;
Fitomenadione;FITOMENADIONE 10MG 5 UNITA' USO ORALE E PARENTERALE;KONAKION*5 fiale orale INIETT 10 mg 1 ml;7,97;CHEPLAPHARM ARZNEIMITTEL GMBH;008776078;KAE;;;
Fitomenadione;FITOMENADIONE 2MG 5 UNITA' USO ORALE O PARENTERALE;KONAKION*PRIMA INFANZIA 5 fiale orale INIETT 2 mg 0,2 ml;8,94;CHEPLAPHARM ARZNEIMITTEL GMBH;008776066;M1B;;;
Flecainide;FLECAINIDE 100MG 20 UNITA' USO ORALE;ALMARYTM*20 cpr 100 mg;9,94;VIATRIS HEALTHCARE LIMITED;025728015;DHA;X;;
Flecainide;FLECAINIDE 100MG 20 UNITA' USO ORALE;FLECAINIDE*20 cpr 100 mg;6,14;SANDOZ SpA;037415015;DHA;X;;
Flecainide;FLECAINIDE 100MG 20 UNITA' USO ORALE;FLECAINIDE*20 cpr 100 mg;6,14;TEVA ITALIA Srl;038100018;DHA;X;;
Flecainide;FLECAINIDE 100MG 20 UNITA' USO ORALE;FLECAINIDE*20 cpr 100 mg;6,14;AUROBINDO PHARMA ITALIA Srl;042225019;DHA;X;;
Flecainide;FLECAINIDE 100MG 20 UNITA' USO ORALE;FLECAINIDE*20 cpr 100 mg;6,14;DOC GENERICI Srl;043544016;DHA;X;;
Flecainide;FLECAINIDE 100MG 20 UNITA' USO ORALE;FLECAINIDE*20 cpr 100 mg;6,14;EG SpA;046041063;DHA;X;;
Flecainide;FLECAINIDE 50MG 30 UNITA' RILASCIO PROLUNGATO USO ORALE;FLEIDERINA*30 cps 50 mg rilascio prolungato;5,52;BRUNO FARMACEUTICI SpA;042864025;JDC;X;;
Flecainide;FLECAINIDE 50MG 30 UNITA' RILASCIO PROLUNGATO USO ORALE;FREQUIL*30 cps 50 mg rilascio prolungato;5,52;DOMPE' FARMACEUTICI SpA;042854024;JDC;X;;
Flecainide;FLECAINIDE 100MG 30 UNITA' RILASCIO PROLUNGATO USO ORALE;FLEIDERINA*30 cps 100 mg rilascio prolungato;11,05;BRUNO FARMACEUTICI SpA;042864049;JDD;X;;
Flecainide;FLECAINIDE 100MG 30 UNITA' RILASCIO PROLUNGATO USO ORALE;FREQUIL*30 cps 100 mg rilascio prolungato;11,05;DOMPE' FARMACEUTICI SpA;042854048;JDD;X;;
Flecainide;FLECAINIDE 150MG 30 UNITA' RILASCIO PROLUNGATO USO ORALE;FLEIDERINA*30 cps 150 mg rilascio prolungato;16,58;BRUNO FARMACEUTICI SpA;042864064;JDE;X;;
Flecainide;FLECAINIDE 150MG 30 UNITA' RILASCIO PROLUNGATO USO ORALE;FREQUIL*30 cps 150 mg rilascio prolungato;16,58;DOMPE' FARMACEUTICI SpA;042854063;JDE;X;;
Flecainide;FLECAINIDE 200MG 30 UNITA' RILASCIO PROLUNGATO USO ORALE;FLEIDERINA*30 cps 200 mg rilascio prolungato;22,10;BRUNO FARMACEUTICI SpA;042864088;JDF;X;;
Flecainide;FLECAINIDE 200MG 30 UNITA' RILASCIO PROLUNGATO USO ORALE;FREQUIL*30 cps 200 mg rilascio prolungato;22,10;DOMPE' FARMACEUTICI SpA;042854087;JDF;X;;
Flecainide;FLECAINIDE 100MG 30 UNITA' USO ORALE;FLECAINIDE*30 cpr 100 mg;8,11;SANDOZ SpA;037415039;LFQ;X;;
Flecainide;FLECAINIDE 100MG 30 UNITA' USO ORALE;FLECAINIDE*30 cpr 100 mg;8,11;AUROBINDO PHARMA ITALIA Srl;042225033;LFQ;X;;
Flecainide;FLECAINIDE 100MG 30 UNITA' USO ORALE;FLECAINIDE*30 cpr 100 mg;8,11;DOC GENERICI Srl;043544028;LFQ;X;;
Flecainide;FLECAINIDE 100MG 30 UNITA' USO ORALE;FLECAINIDE*30 cpr 100 mg;8,11;EG SpA;046041125;LFQ;X;;
Floroglucinolo;FLOROGLUCINOLO 40MG 10 UNITA' USO PARENTERALE;SPASMEX*10 fiale IM EV 40 mg 4 ml;5,10;SCHARPER SpA;020851034;M6A;;;
Flucloxacillina;FLUCLOXACILLINA 1.000MG 12 UNITA' USO ORALE;FLUCACID*12 cpr 1 g;10,69;EURO-PHARMA Srl;033623012;86B;;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;AVIFLUCOX*10 cps 100 mg;26,63;BIONATIVA SpA;037688025;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;AZOLIX*10 cps 100 mg;26,63;GENETIC SpA;047334014;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;AZONAL*10 cps 100 mg;26,63;AURORA BIOFARMA Srl;047327010;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;CANACID*10 cps 100 mg;26,63;I.G.FARMAC.di IRIANNI GIUSEPPE;037235052;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;CRINOZOL*10 cps 100 mg;26,63;PHARMEG Srl;037539018;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;DIFLUCAN*10 cps 100 mg;28,80;PFIZER ITALIA Srl;027267044;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;DIFLUCAN*10 cps 100 mg;26,78;BB FARMA Srl;038775021;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;DIZOLO*10 cps 100 mg;26,63;LANOVA FARMACEUTICI Srl;037928013;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;ELAZOR*10 cps 100 mg;28,13;ALFASIGMA SpA;027268046;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUCONAZOLO*10 cps 100 mg;26,63;EG SpA;036904213;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUCONAZOLO*10 cps 100 mg;26,63;SANDOZ SpA;037380110;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUCONAZOLO*10 cps 100 mg;26,63;TEVA ITALIA Srl;037394095;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUCONAZOLO*10 cps 100 mg;26,63;ZENTIVA ITALIA Srl;037492117;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUCONAZOLO*10 cps 100 mg;26,63;TOWA PHARMACEUTICAL SpA;037672021;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUCONAZOLO*10 cps 100 mg;26,63;ALMUS Srl;037864016;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUCONAZOLO*10 cps 100 mg;26,63;DOC GENERICI Srl;037879107;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUCONAZOLO*10 cps 100 mg;26,63;ABC FARMACEUTICI SpA;037931019;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUCONAZOLO*10 cps 100 mg;26,63;MYLAN SpA;038646016;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUCONAZOLO*10 cps 100 mg;26,63;ACCORD HEALTHCARE SLU;040916049;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUCONAZOLO*10 cps 100 mg;26,63;AUROBINDO PHARMA ITALIA Srl;041353273;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUCONAZOLO*10 cps rig 100 mg;26,63;SANDOZ SpA;037343148;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUMICON*10 cps 100 mg;26,63;S.F. GROUP Srl;037238058;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUMOS*10 cps 100 mg;26,63;AGIPS FARMACEUTICI Srl;037649011;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FLUORES*10 cps 100 mg;26,63;C.T. LAB.FARMACEUTICO Srl;037743010;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FUNGUS*10 cps 100 mg;26,63;S.F. GROUP Srl;037810013;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;GEMIFLUX*10 cps 100 mg;26,63;EBERLIFE FARMACEUTICI SpA;037236054;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;KLAIDER*10 cps 100 mg;26,63;KONPHARMA Srl;037853013;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;LEFUNZOL*10 cps 100 mg;26,63;EPIFARMA Srl;037237056;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;LUCANDIOL*10 cps 100 mg;26,63;JUST PHARMA Srl;037691019;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;MAICOX*10 cps 100 mg;26,63;GENETIC SpA;047325016;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;MICONIX*10 cps 100 mg;26,63;GENETIC SpA;037658022;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;MUKES*10 cps 100 mg;26,63;ARES FARMACEUTICI Srl;037673023;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;RIFLAX*10 cps 100 mg;26,63;MORGAN Srl;037249051;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;TEDIM*10 cps 100 mg;26,63;DYMALIFE PHARMACEUTICAL Srl;037901016;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;TRIMIKOS*10 cps 100 mg;26,63;EURO-PHARMA Srl;037902018;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;WINCH*10 cps 100 mg;26,63;SO.SE.PHARM Srl;037766019;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;ZERFUN*10 cps 100 mg;26,63;IDI FARMACEUTICI Srl;037543016;DCA;X;;
Fluconazolo;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;ZOLODER*10 cps 100 mg;26,63;EFFIK ITALIA SpA;037662018;DCA;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;AZONAL*2 cps 150 mg;8,28;AURORA BIOFARMA Srl;047327022;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;CRINOZOL*2 cps 150 mg;8,28;PHARMEG Srl;037539020;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;DIFLUCAN*2 cps 150 mg;10,70;PFIZER ITALIA Srl;027267020;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;DIFLUCAN*2 cps 150 mg;9,96;FARMA 1000 Srl;041485032;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;DIFLUCAN*2 cps 150 mg;9,96;GMM FARMA Srl;045623016;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;DIFLUCAN*2 cps 150 mg;9,96;GMM FARMA Srl;045623028;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;DIFLUCAN*2 cps 150 mg;9,96;NEW PHARMASHOP Srl;050849013;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;DIFLUCAN*2 cps 150 mg;9,96;FARMED Srl;050863012;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;DIZOLO*2 cps 150 mg;9,14;LANOVA FARMACEUTICI Srl;037928025;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;ELAZOR*2 cps 150 mg;10,70;ALFASIGMA SpA;027268022;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;EG SpA;036904326;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;SANDOZ SpA;037343213;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;SANDOZ SpA;037380298;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;TEVA ITALIA Srl;037394158;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;ZENTIVA ITALIA Srl;037492129;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;TOWA PHARMACEUTICAL SpA;037672033;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;ALMUS Srl;037864028;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;DOC GENERICI Srl;037879172;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;ABC FARMACEUTICI SpA;037931021;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;MYLAN SpA;038646028;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;ACCORD HEALTHCARE SLU;040916114;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;AUROBINDO PHARMA ITALIA Srl;041353400;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCONAZOLO*2 cps 150 mg;8,28;TECNIGEN Srl;043055021;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUCOSTENOL*2 cps 150 mg;8,66;ALFASIGMA SpA;038418036;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUMICON*2 cps 150 mg;8,28;S.F. GROUP Srl;037238060;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUMOS*2 cps 150 mg;8,28;AGIPS FARMACEUTICI Srl;037649023;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FLUORES*2 cps 150 mg;8,28;C.T. LAB.FARMACEUTICO Srl;037743022;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FUNGUS*2 cps 150 mg;8,28;S.F. GROUP Srl;037810025;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;GEMIFLUX*2 cps 150 mg;8,28;EBERLIFE FARMACEUTICI SpA;037236066;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;KLAIDER*2 cps 150 mg;9,14;KONPHARMA Srl;037853025;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;LEFUNZOL*2 cps 150 mg;8,28;EPIFARMA Srl;037237068;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;LUCANDIOL*2 cps 150 mg;8,28;JUST PHARMA Srl;037691021;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;MICONIX*2 cps 150 mg;8,28;GENETIC SpA;037658034;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;MUKES*2 cps 150 mg;8,28;ARES FARMACEUTICI Srl;037673035;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;RIFLAX*2 cps 150 mg;8,28;MORGAN Srl;037249063;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;TEDIM*2 cps 150 mg;8,28;DYMALIFE PHARMACEUTICAL Srl;037901028;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;TRIMIKOS*2 cps 150 mg;8,28;EURO-PHARMA Srl;037902020;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;WINCH*2 cps 150 mg;8,28;SO.SE.PHARM Srl;037766021;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;ZERFUN*2 cps 150 mg;8,28;IDI FARMACEUTICI Srl;037543028;DCB;X;;
Fluconazolo;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;ZOLODER*2 cps 150 mg;8,28;EFFIK ITALIA SpA;037662020;DCB;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;AVIFLUCOX*7 cps 200 mg;33,52;BIONATIVA SpA;037688049;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;AZOLIX*7 cps 200 mg;33,52;GENETIC SpA;047334038;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;AZONAL*7 cps 200 mg;33,52;AURORA BIOFARMA Srl;047327034;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;CANACID*7 cps 200 mg;33,52;I.G.FARMAC.di IRIANNI GIUSEPPE;037235076;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;CRINOZOL*7 cps 200 mg;33,52;PHARMEG Srl;037539032;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;DIFLUCAN*7 cps 200 mg;36,52;PFIZER ITALIA Srl;027267095;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;DIZOLO*7 cps 200 mg;33,52;LANOVA FARMACEUTICI Srl;037928037;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;ELAZOR*7 cps 200 mg;35,52;ALFASIGMA SpA;027268097;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;EG SpA;036904504;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;SANDOZ SpA;037343225;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;SANDOZ SpA;037380197;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;TEVA ITALIA Srl;037394172;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;ZENTIVA ITALIA Srl;037492081;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;TOWA PHARMACEUTICAL SpA;037672045;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;ALMUS Srl;037864030;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;DOC GENERICI Srl;037879234;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;ABC FARMACEUTICI SpA;037931033;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;MYLAN SpA;038646030;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;ACCORD HEALTHCARE SLU;040916140;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;AUROBINDO PHARMA ITALIA Srl;041353626;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUCONAZOLO*7 cps 200 mg;33,52;TECNIGEN Srl;043055033;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUKIMEX*7 cps 200 mg;33,52;THERAMEX IRELAND LIMITED;037268036;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUMICON*7 cps 200 mg;33,52;S.F. GROUP Srl;037238072;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FLUMOS*7 cps 200 mg;33,52;AGIPS FARMACEUTICI Srl;037649035;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FUNGUS*7 cps 200 mg;33,52;S.F. GROUP Srl;037810037;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;GEMIFLUX*7 cps 200 mg;33,52;EBERLIFE FARMACEUTICI SpA;037236078;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;KLAIDER*7 cps 200 mg;33,52;KONPHARMA Srl;037853037;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;LEFUNZOL*7 cps 200 mg;33,52;EPIFARMA Srl;037237070;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;LUCANDIOL*7 cps 200 mg;33,52;JUST PHARMA Srl;037691033;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;MICONIX*7 cps 200 mg;33,52;GENETIC SpA;037658046;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;MUKES*7 cps 200 mg;33,52;ARES FARMACEUTICI Srl;037673047;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;RIFLAX*7 cps 200 mg;33,52;MORGAN Srl;037249075;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;TEDIM*7 cps 200 mg;33,52;DYMALIFE PHARMACEUTICAL Srl;037901030;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;TRIMIKOS*7 cps 200 mg;33,52;EURO-PHARMA Srl;037902032;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;WINCH*7 cps 200 mg;33,52;SO.SE.PHARM Srl;037766033;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;ZERFUN*7 cps 200 mg;33,52;IDI FARMACEUTICI Srl;037543030;DCC;X;;
Fluconazolo;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;ZOLODER*7 cps 200 mg;33,52;EFFIK ITALIA SpA;037662032;DCC;X;;
Fluconazolo;FLUCONAZOLO 10MG/ML 350MG USO ORALE;DIFLUCAN*orale sosp 350 mg 10 mg/ml;23,18;PFIZER ITALIA Srl;027267057;DCD;;;
Fludarabina;FLUDARABINA 10MG 20 UNITA' USO ORALE;FLUDARA*20 cpr rivestite 10 mg;639,17;SANOFI B.V.;029552039;TSA;;;
Flunisolide;FLUNISOLIDE 0,1% 30ML USO RESPIRATORIO;AERFLU*soluz nebul 30 ml 0,1%;11,79;S.F. GROUP Srl;034493015;87B;X;;
Flunisolide;FLUNISOLIDE 0,1% 30ML USO RESPIRATORIO;AEROLID*soluz nebul 30 ml 0,1%;11,79;PIAM FARMACEUTICI SpA;034869014;87B;X;;
Flunisolide;FLUNISOLIDE 0,1% 30ML USO RESPIRATORIO;ASMAFLU*soluz nebul 30 ml 0,1%;11,79;GENETIC SpA;034494017;87B;X;;
Flunisolide;FLUNISOLIDE 0,1% 30ML USO RESPIRATORIO;ASSOLID*soluz nebul 30 ml 0,1%;11,79;KONPHARMA Srl;034988028;87B;X;;
Flunisolide;FLUNISOLIDE 0,1% 30ML USO RESPIRATORIO;DORICOFLU*soluz nebul 30 ml 0,1%;11,79;SANITAS LAB.CHIMICO FARM.Srl;034699013;87B;X;;
Flunisolide;FLUNISOLIDE 0,1% 30ML USO RESPIRATORIO;FLUNIGAR*soluz nebul 30 ml 1 mg/ml;11,20;ABC FARMACEUTICI SpA;034968014;87B;X;;
Flunisolide;FLUNISOLIDE 0,1% 30ML USO RESPIRATORIO;FLUNISOLIDE*soluz nebul 30 ml 0,1%;11,20;EG SpA;035148016;87B;X;;
Flunisolide;FLUNISOLIDE 0,1% 30ML USO RESPIRATORIO;FLUNISOLIDE*soluz nebul 30 ml 0,1%;11,20;MYLAN SpA;035352032;87B;X;;
